name,brand,type,model_year,price,mileage,fuel_type,transmission,safety_rating,engine_cc,seating_capacity,power_bhp,torque_nm,body_type,airbags,abs,ground_clearance,boot_space,service_cost,insurance_cost
Brezza,Maruti,Car,2021,2671086,28,Petrol,Manual,3,1462,5,103,183,SUV,3,No,171,225,9379,11102
Brezza,Maruti,Car,2021,3927180,23,Diesel,Manual,4,1462,5,103,231,SUV,1,Yes,248,511,5046,14692
Fronx,Maruti,Car,2021,2092021,17,Petrol,Automatic,4,1197,5,99,300,SUV,8,No,237,677,11972,11708
Fronx,Maruti,Car,2021,4235875,14,Petrol,Automatic,5,1197,5,99,328,SUV,5,Yes,222,219,10835,47028
Fronx,Maruti,Car,2021,1060173,15,Diesel,Manual,3,1197,5,99,266,SUV,5,No,187,222,7309,38148
Fronx,Maruti,Car,2021,1210759,23,Hybrid,Manual,5,1197,5,99,332,SUV,5,Yes,154,610,9145,47759
Grand Vitara,Maruti,Car,2021,4177099,16,Electric,Manual,4,1490,5,114,170,SUV,4,Yes,209,507,3645,47052
Grand Vitara,Maruti,Car,2021,1824945,20,Hybrid,Manual,3,1490,5,114,370,SUV,7,Yes,199,697,3725,48159
Grand Vitara,Maruti,Car,2021,1800199,26,Electric,Automatic,5,1490,5,114,250,SUV,6,No,222,231,6583,44932
Grand Vitara,Maruti,Car,2021,967058,21,Electric,Automatic,3,1490,5,114,300,SUV,8,Yes,166,453,12111,38134
Nexon,Tata,Car,2021,1768879,28,Electric,Manual,5,1497,5,113,176,SUV,4,Yes,209,415,10708,59956
Nexon,Tata,Car,2021,4165835,19,Electric,Manual,3,1497,5,113,372,SUV,1,No,250,311,6019,19066
Nexon,Tata,Car,2021,2234976,15,Diesel,Automatic,4,1497,5,113,94,SUV,7,Yes,189,271,5871,17369
Nexon,Tata,Car,2021,2168814,21,Hybrid,Automatic,3,1497,5,113,140,SUV,8,Yes,239,643,11986,51680
Punch,Tata,Car,2021,968613,17,Hybrid,Manual,4,1199,5,86,261,SUV,4,Yes,246,387,5987,17575
Punch,Tata,Car,2021,4472426,14,Diesel,Automatic,5,1199,5,86,261,SUV,8,No,165,578,3430,37216
Punch,Tata,Car,2021,1322282,17,Diesel,Automatic,4,1199,5,86,131,SUV,8,Yes,191,551,6141,56836
Punch,Tata,Car,2021,3550772,25,Petrol,Automatic,5,1199,5,86,150,SUV,6,No,209,323,10856,59430
Harrier,Tata,Car,2021,705957,15,Electric,Manual,4,1956,5,168,285,SUV,2,Yes,162,249,10123,11380
Harrier,Tata,Car,2021,1402703,14,Petrol,Automatic,3,1956,5,168,164,SUV,7,No,232,378,11223,47920
Harrier,Tata,Car,2021,4057245,16,Diesel,Manual,4,1956,5,168,302,SUV,7,No,249,231,7915,21123
Harrier,Tata,Car,2021,1983021,15,Petrol,Manual,4,1956,5,168,200,SUV,1,Yes,236,308,12205,45272
Safari,Tata,Car,2021,2127491,26,Diesel,Automatic,4,1956,7,168,326,SUV,8,No,200,293,13446,21650
Safari,Tata,Car,2021,3615909,15,Electric,Automatic,3,1956,7,168,390,SUV,2,Yes,183,309,6357,43738
Safari,Tata,Car,2021,4159616,21,Electric,Automatic,3,1956,7,168,196,SUV,5,No,153,674,3048,44462
Safari,Tata,Car,2021,2022447,16,Petrol,Automatic,5,1956,7,168,147,SUV,3,Yes,181,653,8880,21616
Altroz,Tata,Car,2021,2183723,24,Diesel,Manual,4,1199,5,88,218,Hatchback,3,No,171,404,14517,59512
Altroz,Tata,Car,2021,3416636,16,Hybrid,Automatic,5,1199,5,88,357,Hatchback,1,Yes,169,319,5559,35216
Altroz,Tata,Car,2021,1695291,14,Electric,Manual,4,1199,5,88,240,Hatchback,8,Yes,197,472,3048,57836
Altroz,Tata,Car,2021,4135792,20,Diesel,Automatic,3,1199,5,88,122,Hatchback,7,Yes,242,560,9416,14920
Tiago,Tata,Car,2021,2006357,25,Electric,Automatic,4,1199,5,86,204,Hatchback,7,Yes,216,307,8388,20468
Tiago,Tata,Car,2021,1555495,17,Hybrid,Manual,3,1199,5,86,385,Hatchback,1,Yes,171,436,10755,49883
Tiago,Tata,Car,2021,1849459,25,Petrol,Manual,3,1199,5,86,93,Hatchback,3,No,193,370,4697,38810
Tiago,Tata,Car,2021,704567,20,Hybrid,Automatic,5,1199,5,86,185,Hatchback,2,Yes,156,312,10619,55471
Creta,Hyundai,Car,2021,1023402,21,Hybrid,Automatic,5,1497,5,115,378,SUV,1,No,189,384,7623,19983
Creta,Hyundai,Car,2021,2725095,17,Hybrid,Manual,3,1497,5,115,133,SUV,6,Yes,187,534,13618,34865
Creta,Hyundai,Car,2021,3993972,20,Electric,Manual,5,1497,5,115,380,SUV,3,No,216,432,6564,13987
Creta,Hyundai,Car,2021,2655762,28,Electric,Manual,3,1497,5,115,205,SUV,8,Yes,233,512,14504,34985
Venue,Hyundai,Car,2021,2109046,15,Diesel,Manual,4,1493,5,113,143,SUV,5,Yes,209,281,11798,57761
Venue,Hyundai,Car,2021,2758066,20,Petrol,Manual,4,1493,5,113,335,SUV,7,No,166,437,13859,32999
Venue,Hyundai,Car,2021,3878609,21,Electric,Automatic,3,1493,5,113,303,SUV,8,Yes,181,344,9868,45001
Venue,Hyundai,Car,2021,2521978,20,Hybrid,Automatic,5,1493,5,113,127,SUV,3,Yes,159,629,13308,53321
Verna,Hyundai,Car,2021,1560318,14,Petrol,Automatic,3,1482,5,158,349,Sedan,7,No,239,349,7630,20037
Verna,Hyundai,Car,2021,1913837,19,Hybrid,Manual,4,1482,5,158,362,Sedan,8,No,165,333,6227,22821
Verna,Hyundai,Car,2021,4390381,26,Hybrid,Manual,3,1482,5,158,103,Sedan,1,No,196,262,7587,44527
Verna,Hyundai,Car,2021,3494831,21,Petrol,Manual,4,1482,5,158,203,Sedan,2,Yes,218,297,14396,45112
i20,Hyundai,Car,2021,2394613,27,Petrol,Manual,5,1197,5,82,206,Hatchback,1,No,246,404,14848,44446
i20,Hyundai,Car,2021,1927285,16,Hybrid,Automatic,5,1197,5,82,302,Hatchback,8,No,155,606,4970,22108
i20,Hyundai,Car,2021,4050924,22,Hybrid,Automatic,3,1197,5,82,349,Hatchback,3,Yes,154,512,11368,33122
i20,Hyundai,Car,2021,1824926,19,Diesel,Automatic,3,1197,5,82,194,Hatchback,1,No,244,457,9453,29718
Sonet,Kia,Car,2021,1884905,24,Hybrid,Automatic,4,1493,5,115,364,SUV,1,Yes,215,542,3397,58108
Sonet,Kia,Car,2021,1907266,20,Petrol,Automatic,5,1493,5,115,244,SUV,6,Yes,203,527,13466,36873
Sonet,Kia,Car,2021,1251788,26,Hybrid,Manual,3,1493,5,115,345,SUV,4,No,166,248,10770,18635
Sonet,Kia,Car,2021,1413844,24,Petrol,Automatic,3,1493,5,115,254,SUV,5,Yes,192,598,5763,31138
Seltos,Kia,Car,2021,3514215,16,Petrol,Manual,3,1497,5,115,128,SUV,3,Yes,176,274,6682,10189
Seltos,Kia,Car,2021,3075092,26,Hybrid,Automatic,4,1497,5,115,305,SUV,3,No,158,558,13204,39780
Seltos,Kia,Car,2021,1154566,14,Petrol,Manual,5,1497,5,115,291,SUV,2,Yes,181,516,3636,33628
Seltos,Kia,Car,2021,1492644,16,Hybrid,Manual,4,1497,5,115,237,SUV,8,No,194,470,8458,16676
Carens,Kia,Car,2021,918907,22,Petrol,Automatic,3,1493,7,115,276,MPV,6,No,180,431,14375,31941
Carens,Kia,Car,2021,3822504,17,Hybrid,Automatic,5,1493,7,115,253,MPV,1,No,180,374,7667,44725
Carens,Kia,Car,2021,2736114,20,Electric,Automatic,3,1493,7,115,268,MPV,1,Yes,159,333,11148,20602
Carens,Kia,Car,2021,1675286,20,Petrol,Manual,4,1493,7,115,388,MPV,5,Yes,197,581,12884,46500
XUV700,Mahindra,Car,2021,2437866,21,Petrol,Automatic,3,2198,7,182,263,SUV,4,No,208,630,3907,55090
XUV700,Mahindra,Car,2021,4077401,28,Hybrid,Automatic,4,2198,7,182,381,SUV,2,No,190,592,8691,41993
XUV700,Mahindra,Car,2021,3945139,22,Diesel,Automatic,4,2198,7,182,331,SUV,3,No,233,583,4337,43117
XUV700,Mahindra,Car,2021,1084120,28,Diesel,Automatic,4,2198,7,182,152,SUV,3,No,169,349,7752,56528
Scorpio N,Mahindra,Car,2021,2582645,21,Hybrid,Automatic,3,2198,7,172,103,SUV,5,No,208,450,6909,50373
Scorpio N,Mahindra,Car,2021,3210365,15,Electric,Manual,5,2198,7,172,274,SUV,4,No,205,328,8460,27339
Scorpio N,Mahindra,Car,2021,2422571,22,Electric,Automatic,3,2198,7,172,173,SUV,1,No,196,598,10678,41977
Scorpio N,Mahindra,Car,2021,1846370,27,Petrol,Automatic,4,2198,7,172,166,SUV,3,No,186,252,9213,44557
Thar,Mahindra,Car,2021,1851832,23,Diesel,Automatic,4,2184,4,130,132,SUV,8,Yes,243,503,13473,34556
Thar,Mahindra,Car,2021,3714919,24,Electric,Automatic,5,2184,4,130,101,SUV,8,No,181,225,14169,43801
Thar,Mahindra,Car,2021,1033429,21,Hybrid,Automatic,3,2184,4,130,203,SUV,2,No,234,637,4303,57462
Thar,Mahindra,Car,2021,3295721,26,Hybrid,Automatic,3,2184,4,130,218,SUV,6,No,242,304,5608,10353
City,Honda,Car,2021,2097415,24,Hybrid,Automatic,4,1498,5,121,358,Sedan,8,No,152,350,14700,35005
City,Honda,Car,2021,3580390,17,Diesel,Manual,5,1498,5,121,170,Sedan,3,Yes,183,315,10137,18057
City,Honda,Car,2021,1294221,24,Petrol,Manual,4,1498,5,121,300,Sedan,8,Yes,219,322,12839,22861
City,Honda,Car,2021,2113359,20,Electric,Automatic,5,1498,5,121,325,Sedan,4,Yes,233,360,5112,11524
Elevate,Honda,Car,2021,2916998,22,Hybrid,Automatic,5,1498,5,121,213,SUV,6,No,156,246,5983,27248
Elevate,Honda,Car,2021,3789134,15,Petrol,Manual,3,1498,5,121,332,SUV,2,No,163,266,14518,12357
Elevate,Honda,Car,2021,3131808,26,Diesel,Manual,3,1498,5,121,318,SUV,2,Yes,188,491,14384,14153
Elevate,Honda,Car,2021,2477143,18,Hybrid,Manual,4,1498,5,121,141,SUV,3,No,190,474,8813,14753
Virtus,Volkswagen,Car,2021,3663093,16,Diesel,Manual,3,1498,5,148,382,Sedan,8,Yes,217,467,5483,21773
Virtus,Volkswagen,Car,2021,3419594,27,Petrol,Automatic,5,1498,5,148,378,Sedan,1,No,181,490,3834,28842
Virtus,Volkswagen,Car,2021,3390454,21,Electric,Manual,4,1498,5,148,197,Sedan,4,Yes,196,455,6147,25426
Virtus,Volkswagen,Car,2021,4163119,20,Diesel,Manual,3,1498,5,148,220,Sedan,2,Yes,202,649,12503,12575
Taigun,Volkswagen,Car,2021,3410950,26,Electric,Manual,4,1498,5,148,160,SUV,8,No,227,544,11281,47726
Taigun,Volkswagen,Car,2021,3576506,16,Diesel,Manual,3,1498,5,148,145,SUV,2,No,182,390,5681,38198
Taigun,Volkswagen,Car,2021,3023051,26,Electric,Automatic,3,1498,5,148,144,SUV,3,No,179,632,13242,47726
Taigun,Volkswagen,Car,2021,812597,18,Hybrid,Manual,4,1498,5,148,262,SUV,6,Yes,158,632,11676,57941
Kushaq,Skoda,Car,2021,2904798,17,Hybrid,Manual,3,1498,5,148,316,SUV,4,Yes,152,586,11900,26841
Kushaq,Skoda,Car,2021,4487760,20,Hybrid,Manual,4,1498,5,148,356,SUV,2,No,194,228,11810,19970
Kushaq,Skoda,Car,2021,2960827,18,Petrol,Manual,5,1498,5,148,116,SUV,2,No,172,501,14275,22230
Kushaq,Skoda,Car,2021,2128550,18,Diesel,Automatic,4,1498,5,148,310,SUV,8,No,158,623,14891,38555
Slavia,Skoda,Car,2021,2783465,18,Diesel,Manual,4,1498,5,148,209,Sedan,1,Yes,235,234,8426,21024
Slavia,Skoda,Car,2021,1573604,23,Hybrid,Automatic,4,1498,5,148,132,Sedan,3,No,184,583,10807,52246
Slavia,Skoda,Car,2021,1464795,20,Electric,Automatic,3,1498,5,148,359,Sedan,3,Yes,178,294,10954,22847
Slavia,Skoda,Car,2021,871915,22,Electric,Automatic,4,1498,5,148,253,Sedan,3,Yes,209,279,12803,28517
Apache RTR 160,TVS,Bike,2021,123188,33,Petrol,Manual,3,160,2,16,214,Bike,1,Yes,182,447,13208,33705
Apache RTR 160,TVS,Bike,2021,342164,45,Diesel,Automatic,3,160,2,16,306,Bike,8,Yes,179,697,6809,28789
Apache RTR 160,TVS,Bike,2021,194466,73,Hybrid,Automatic,3,160,2,16,144,Bike,7,No,241,510,11376,59312
Apache RTR 160,TVS,Bike,2021,152586,58,Electric,Automatic,5,160,2,16,178,Bike,2,No,250,390,10167,59701
Apache RTR 200,TVS,Bike,2021,397756,71,Petrol,Automatic,4,198,2,20,170,Bike,7,Yes,172,340,13571,29042
Apache RTR 200,TVS,Bike,2021,391672,73,Diesel,Automatic,4,198,2,20,350,Bike,6,Yes,231,395,14313,35349
Apache RTR 200,TVS,Bike,2021,222741,64,Hybrid,Automatic,5,198,2,20,170,Bike,3,Yes,153,643,8275,43688
Apache RTR 200,TVS,Bike,2021,98010,73,Petrol,Automatic,4,198,2,20,276,Bike,2,Yes,156,293,13108,38765
Ronin,TVS,Bike,2021,388149,53,Diesel,Automatic,5,225,2,20,269,Bike,3,No,228,395,4855,17000
Ronin,TVS,Bike,2021,261303,49,Diesel,Automatic,5,225,2,20,305,Bike,1,No,169,555,8285,40184
Ronin,TVS,Bike,2021,228031,53,Diesel,Automatic,5,225,2,20,208,Bike,8,No,233,647,10845,23803
Ronin,TVS,Bike,2021,308217,52,Hybrid,Automatic,3,225,2,20,285,Bike,3,Yes,228,539,5681,21951
Raider 125,TVS,Bike,2021,233156,31,Diesel,Automatic,4,124,2,11,340,Bike,3,No,246,397,14967,19400
Raider 125,TVS,Bike,2021,99756,67,Petrol,Automatic,5,124,2,11,379,Bike,4,Yes,216,218,12586,25858
Raider 125,TVS,Bike,2021,220674,70,Diesel,Automatic,4,124,2,11,350,Bike,6,Yes,226,232,5437,17281
Raider 125,TVS,Bike,2021,380400,61,Petrol,Manual,5,124,2,11,202,Bike,7,No,236,268,4593,49121
Pulsar N160,Bajaj,Bike,2021,135045,54,Diesel,Automatic,4,164,2,16,282,Bike,1,Yes,190,508,7748,45121
Pulsar N160,Bajaj,Bike,2021,239276,34,Electric,Automatic,4,164,2,16,170,Bike,6,No,189,392,6825,32748
Pulsar N160,Bajaj,Bike,2021,197540,60,Hybrid,Manual,3,164,2,16,388,Bike,8,Yes,192,375,3462,41488
Pulsar N160,Bajaj,Bike,2021,177843,58,Electric,Manual,4,164,2,16,96,Bike,1,No,196,280,6105,45239
Pulsar NS200,Bajaj,Bike,2021,390085,54,Hybrid,Manual,4,199,2,24,152,Bike,2,No,186,404,13005,52951
Pulsar NS200,Bajaj,Bike,2021,291992,34,Diesel,Automatic,5,199,2,24,245,Bike,8,No,221,538,13866,37147
Pulsar NS200,Bajaj,Bike,2021,244635,52,Electric,Automatic,4,199,2,24,367,Bike,8,No,164,513,11892,28000
Pulsar NS200,Bajaj,Bike,2021,361095,29,Hybrid,Manual,5,199,2,24,319,Bike,3,Yes,250,226,3662,49468
Dominar 400,Bajaj,Bike,2021,364026,64,Electric,Automatic,4,373,2,40,143,Bike,3,Yes,202,678,10212,15169
Dominar 400,Bajaj,Bike,2021,321348,31,Electric,Automatic,3,373,2,40,175,Bike,7,No,198,622,9474,47736
Dominar 400,Bajaj,Bike,2021,288228,49,Hybrid,Automatic,3,373,2,40,116,Bike,7,Yes,211,374,5761,26761
Dominar 400,Bajaj,Bike,2021,227580,41,Electric,Automatic,4,373,2,40,135,Bike,2,No,231,402,14122,19020
Splendor Plus,Hero,Bike,2021,316219,71,Electric,Manual,5,97,2,8,189,Bike,3,Yes,233,265,6172,52786
Splendor Plus,Hero,Bike,2021,91836,59,Electric,Automatic,3,97,2,8,309,Bike,8,No,188,579,6466,32516
Splendor Plus,Hero,Bike,2021,159789,70,Hybrid,Automatic,5,97,2,8,278,Bike,7,Yes,155,589,7489,43278
Splendor Plus,Hero,Bike,2021,337537,57,Hybrid,Manual,4,97,2,8,343,Bike,3,No,209,372,12401,59635
Xpulse 200,Hero,Bike,2021,153432,62,Hybrid,Manual,4,200,2,18,127,Bike,2,No,215,254,9254,26029
Xpulse 200,Hero,Bike,2021,180466,49,Diesel,Manual,4,200,2,18,122,Bike,7,Yes,225,437,7333,45633
Xpulse 200,Hero,Bike,2021,177567,32,Diesel,Automatic,4,200,2,18,289,Bike,3,No,223,516,3280,27120
Xpulse 200,Hero,Bike,2021,294404,52,Petrol,Manual,4,200,2,18,336,Bike,7,No,189,574,12169,58473
Xtreme 160R,Hero,Bike,2021,209082,31,Hybrid,Automatic,3,163,2,15,111,Bike,8,No,229,224,7191,22862
Xtreme 160R,Hero,Bike,2021,312186,31,Electric,Automatic,4,163,2,15,298,Bike,2,No,152,665,14173,12151
Xtreme 160R,Hero,Bike,2021,187418,63,Diesel,Manual,5,163,2,15,337,Bike,1,No,168,331,4005,33045
Xtreme 160R,Hero,Bike,2021,155420,52,Electric,Automatic,4,163,2,15,170,Bike,6,Yes,214,321,8355,17289
Shine,Honda,Bike,2021,208848,33,Hybrid,Automatic,4,125,2,10,125,Bike,1,Yes,158,266,12605,11724
Shine,Honda,Bike,2021,322264,35,Electric,Automatic,4,125,2,10,185,Bike,2,No,188,382,3181,54221
Shine,Honda,Bike,2021,363211,48,Diesel,Automatic,3,125,2,10,223,Bike,8,No,164,687,6857,53735
Shine,Honda,Bike,2021,379367,38,Hybrid,Manual,5,125,2,10,122,Bike,4,No,202,249,5054,44871
SP125,Honda,Bike,2021,268825,45,Hybrid,Automatic,4,125,2,10,137,Bike,5,Yes,160,448,7593,31096
SP125,Honda,Bike,2021,176564,52,Petrol,Manual,3,125,2,10,179,Bike,3,No,227,520,3661,25944
SP125,Honda,Bike,2021,267332,31,Petrol,Manual,5,125,2,10,156,Bike,2,No,163,284,7195,45087
SP125,Honda,Bike,2021,262671,61,Petrol,Manual,4,125,2,10,122,Bike,4,Yes,154,335,8660,44059
Hornet 2.0,Honda,Bike,2021,145573,53,Electric,Manual,3,184,2,17,298,Bike,6,No,202,388,8471,59759
Hornet 2.0,Honda,Bike,2021,206827,34,Hybrid,Manual,3,184,2,17,190,Bike,7,No,197,684,5364,15704
Hornet 2.0,Honda,Bike,2021,104136,58,Petrol,Manual,4,184,2,17,150,Bike,3,Yes,234,331,7350,25487
Hornet 2.0,Honda,Bike,2021,217053,70,Petrol,Automatic,3,184,2,17,119,Bike,4,Yes,195,485,6328,22948
CB350,Honda,Bike,2021,381312,68,Electric,Automatic,5,348,2,21,113,Bike,3,No,248,533,6494,54101
CB350,Honda,Bike,2021,229451,38,Diesel,Automatic,5,348,2,21,234,Bike,8,No,230,207,10413,44461
CB350,Honda,Bike,2021,327834,28,Hybrid,Manual,5,348,2,21,332,Bike,6,No,231,224,3105,54877
CB350,Honda,Bike,2021,183256,71,Diesel,Manual,5,348,2,21,279,Bike,4,No,220,648,10794,30387
Classic 350,Royal Enfield,Bike,2021,283943,57,Electric,Manual,5,349,2,20,129,Bike,4,No,180,622,12644,23165
Classic 350,Royal Enfield,Bike,2021,112909,34,Petrol,Automatic,5,349,2,20,339,Bike,7,Yes,152,643,14840,39864
Classic 350,Royal Enfield,Bike,2021,306110,45,Petrol,Automatic,3,349,2,20,181,Bike,1,Yes,179,482,3610,25401
Classic 350,Royal Enfield,Bike,2021,249670,48,Electric,Automatic,4,349,2,20,181,Bike,4,No,220,358,13879,27239
Hunter 350,Royal Enfield,Bike,2021,177266,41,Electric,Manual,5,349,2,20,195,Bike,6,No,221,444,10874,12433
Hunter 350,Royal Enfield,Bike,2021,264408,56,Electric,Automatic,4,349,2,20,400,Bike,3,Yes,170,370,13374,47738
Hunter 350,Royal Enfield,Bike,2021,340933,48,Diesel,Manual,5,349,2,20,281,Bike,7,Yes,235,416,7158,29761
Hunter 350,Royal Enfield,Bike,2021,364305,61,Diesel,Automatic,5,349,2,20,145,Bike,2,No,190,368,10241,41130
Meteor 350,Royal Enfield,Bike,2021,387800,75,Petrol,Manual,4,349,2,20,320,Bike,8,No,155,295,14204,45621
Meteor 350,Royal Enfield,Bike,2021,356990,66,Petrol,Automatic,5,349,2,20,234,Bike,2,No,196,562,6562,48692
Meteor 350,Royal Enfield,Bike,2021,362328,54,Hybrid,Automatic,3,349,2,20,305,Bike,2,No,173,542,10691,30649
Meteor 350,Royal Enfield,Bike,2021,166995,74,Petrol,Automatic,4,349,2,20,309,Bike,3,No,193,345,4659,29045
Himalayan 450,Royal Enfield,Bike,2021,184446,41,Diesel,Manual,4,452,2,40,245,Bike,8,No,177,515,11369,55913
Himalayan 450,Royal Enfield,Bike,2021,153350,75,Petrol,Manual,4,452,2,40,268,Bike,6,No,232,416,10261,12201
Himalayan 450,Royal Enfield,Bike,2021,335124,71,Petrol,Automatic,3,452,2,40,374,Bike,6,Yes,214,626,3435,43802
Himalayan 450,Royal Enfield,Bike,2021,88436,37,Hybrid,Automatic,4,452,2,40,93,Bike,5,No,185,294,4145,37150
R15 V4,Yamaha,Bike,2021,319488,71,Electric,Manual,3,155,2,18,109,Bike,3,No,176,237,4964,43680
R15 V4,Yamaha,Bike,2021,142091,64,Diesel,Automatic,3,155,2,18,244,Bike,3,Yes,195,661,13965,26645
R15 V4,Yamaha,Bike,2021,137716,33,Hybrid,Manual,5,155,2,18,167,Bike,3,Yes,250,304,11448,35257
R15 V4,Yamaha,Bike,2021,387279,40,Electric,Manual,4,155,2,18,171,Bike,4,Yes,248,329,13553,43836
MT15,Yamaha,Bike,2021,140491,72,Petrol,Automatic,3,155,2,18,192,Bike,3,No,227,242,8290,37597
MT15,Yamaha,Bike,2021,271003,64,Diesel,Automatic,5,155,2,18,291,Bike,3,No,192,630,7116,51176
MT15,Yamaha,Bike,2021,328070,30,Hybrid,Manual,4,155,2,18,374,Bike,1,No,192,264,14692,18747
MT15,Yamaha,Bike,2021,117188,67,Electric,Automatic,3,155,2,18,115,Bike,3,Yes,238,238,8059,17403
FZ-S,Yamaha,Bike,2021,174297,31,Electric,Manual,5,149,2,12,310,Bike,1,Yes,209,268,6744,23435
FZ-S,Yamaha,Bike,2021,234478,56,Hybrid,Automatic,3,149,2,12,255,Bike,4,No,244,488,11375,19884
FZ-S,Yamaha,Bike,2021,279124,31,Diesel,Manual,4,149,2,12,266,Bike,1,Yes,220,217,5641,27354
FZ-S,Yamaha,Bike,2021,162477,33,Petrol,Automatic,3,149,2,12,209,Bike,6,No,203,203,8653,33298
Duke 200,KTM,Bike,2021,210578,62,Petrol,Manual,5,199,2,25,249,Bike,6,Yes,233,671,14371,53703
Duke 200,KTM,Bike,2021,166937,36,Hybrid,Manual,3,199,2,25,275,Bike,5,Yes,235,202,5475,56833
Duke 200,KTM,Bike,2021,315110,74,Diesel,Manual,5,199,2,25,310,Bike,5,Yes,184,389,3158,29754
Duke 200,KTM,Bike,2021,220286,40,Diesel,Manual,5,199,2,25,341,Bike,6,No,227,321,10109,50912
Duke 390,KTM,Bike,2021,163631,34,Petrol,Automatic,5,399,2,46,145,Bike,8,No,182,511,5354,40869
Duke 390,KTM,Bike,2021,81003,60,Diesel,Automatic,5,399,2,46,213,Bike,3,No,225,203,14370,20056
Duke 390,KTM,Bike,2021,149644,73,Diesel,Automatic,5,399,2,46,235,Bike,3,No,155,536,8949,14186
Duke 390,KTM,Bike,2021,286278,66,Diesel,Manual,3,399,2,46,117,Bike,7,No,234,526,3323,10470
RC 390,KTM,Bike,2021,365362,59,Petrol,Automatic,5,399,2,46,207,Bike,8,No,162,537,3834,35271
RC 390,KTM,Bike,2021,351592,51,Diesel,Automatic,3,399,2,46,340,Bike,6,Yes,225,370,6368,17015
RC 390,KTM,Bike,2021,375766,70,Electric,Automatic,5,399,2,46,127,Bike,4,Yes,236,347,11328,51577
RC 390,KTM,Bike,2021,367444,45,Petrol,Manual,5,399,2,46,321,Bike,2,No,204,568,10034,13510
Swift,Maruti,Car,2022,3944941,18,Hybrid,Manual,5,1197,5,89,274,Hatchback,3,Yes,176,511,5992,10832
Swift,Maruti,Car,2022,2074759,15,Diesel,Manual,4,1197,5,89,187,Hatchback,2,Yes,211,228,4387,50184
Swift,Maruti,Car,2022,4004644,18,Petrol,Manual,5,1197,5,89,389,Hatchback,5,Yes,228,549,13641,13536
Swift,Maruti,Car,2022,1354361,21,Diesel,Manual,4,1197,5,89,367,Hatchback,5,No,176,421,7406,39664
Baleno,Maruti,Car,2022,3509706,18,Petrol,Automatic,5,1197,5,89,396,Hatchback,8,No,169,384,14939,14432
Baleno,Maruti,Car,2022,3317018,28,Hybrid,Automatic,3,1197,5,89,348,Hatchback,2,Yes,249,438,6700,47711
Baleno,Maruti,Car,2022,4363990,27,Diesel,Manual,3,1197,5,89,245,Hatchback,1,Yes,239,452,7367,28328
Baleno,Maruti,Car,2022,3937584,18,Electric,Manual,3,1197,5,89,230,Hatchback,2,No,184,583,7256,40435
Dzire,Maruti,Car,2022,4079208,27,Diesel,Manual,5,1197,5,89,209,Sedan,3,No,205,492,13065,54375
Dzire,Maruti,Car,2022,4347698,26,Diesel,Automatic,5,1197,5,89,349,Sedan,6,Yes,204,287,11614,59795
Dzire,Maruti,Car,2022,2352598,17,Petrol,Automatic,5,1197,5,89,280,Sedan,8,No,221,694,11458,48075
Dzire,Maruti,Car,2022,1988111,14,Diesel,Automatic,5,1197,5,89,391,Sedan,8,No,197,631,9194,31287
Brezza,Maruti,Car,2022,4329780,20,Hybrid,Automatic,4,1462,5,103,135,SUV,4,Yes,212,357,12088,36205
Brezza,Maruti,Car,2022,807100,18,Electric,Manual,5,1462,5,103,283,SUV,4,Yes,192,534,3395,47674
Brezza,Maruti,Car,2022,935120,23,Electric,Manual,4,1462,5,103,140,SUV,8,No,168,563,6419,52626
Brezza,Maruti,Car,2022,4472097,14,Hybrid,Manual,4,1462,5,103,237,SUV,7,No,180,492,6225,33911
Fronx,Maruti,Car,2022,2071855,24,Electric,Manual,4,1197,5,99,265,SUV,1,No,150,598,10571,11355
Fronx,Maruti,Car,2022,2131663,18,Electric,Manual,3,1197,5,99,337,SUV,4,Yes,184,421,4613,54719
Fronx,Maruti,Car,2022,4062273,16,Electric,Manual,4,1197,5,99,135,SUV,8,No,249,238,5368,58451
Fronx,Maruti,Car,2022,2476613,16,Petrol,Automatic,4,1197,5,99,345,SUV,1,Yes,172,269,14450,30375
Grand Vitara,Maruti,Car,2022,2526651,20,Hybrid,Manual,5,1490,5,114,165,SUV,3,Yes,174,669,10334,55858
Grand Vitara,Maruti,Car,2022,1136635,16,Petrol,Automatic,5,1490,5,114,305,SUV,4,No,190,523,6701,21368
Grand Vitara,Maruti,Car,2022,3399154,26,Hybrid,Manual,4,1490,5,114,167,SUV,2,Yes,220,477,6489,16079
Grand Vitara,Maruti,Car,2022,2730273,25,Hybrid,Manual,3,1490,5,114,110,SUV,7,No,165,384,7508,27821
Nexon,Tata,Car,2022,2862692,28,Diesel,Manual,3,1497,5,113,397,SUV,3,Yes,242,602,14259,18715
Nexon,Tata,Car,2022,1244312,18,Hybrid,Manual,5,1497,5,113,358,SUV,5,No,161,212,5048,36479
Nexon,Tata,Car,2022,2644887,17,Hybrid,Manual,5,1497,5,113,185,SUV,1,Yes,241,423,11083,35850
Nexon,Tata,Car,2022,1008988,23,Diesel,Manual,3,1497,5,113,305,SUV,6,No,175,663,14032,30896
Punch,Tata,Car,2022,2972559,14,Diesel,Manual,3,1199,5,86,361,SUV,8,No,166,211,3327,58971
Punch,Tata,Car,2022,3548898,24,Diesel,Automatic,5,1199,5,86,234,SUV,6,No,222,569,10054,43372
